text|target_emotion|intensity|admiration|amusement|anger|annoyance|approval|caring|confusion|curiosity|desire|disappointment|disapproval|disgust|embarrassment|excitement|fear|gratitude|grief|joy|love|nervousness|optimism|pride|realization|relief|remorse|sadness|surprise|neutral|sadness|joy|love|anger|fear|surprise|
One of these people who sell meat in town used a knife to stab his friend and later carried on using the same knife to cut meat.|5|3|0.00407|0.00127|0.00557|0.01837|0.02223|0.00384|0.00443|0.00307|0.0015|0.0048|0.00503|0.00242|0.00099|0.00169|0.00132|0.00074|0.00039|0.00097|0.00114|0.00067|0.00327|0.00071|0.01607|0.00068|0.00053|0.00307|0.00144|0.93518|0.0074|0.01022|0.00455|0.9499|0.25206|0.00761|
About a dozen girls laughed at me and I was sure that there was nothing wrong with me.|6|3|0.00276|0.79868|0.00504|0.03051|0.05559|0.00327|0.01918|0.00459|0.0047|0.01364|0.03274|0.00681|0.00964|0.0096|0.00268|0.00733|0.00246|0.04507|0.0045|0.00341|0.00705|0.00162|0.03672|0.00484|0.00404|0.01404|0.01322|0.05668|0.00337|0.16505|0.00319|0.84454|0.02132|0.00587|
This is a kind of confession - my mum found me stealing meat from the pot.|7|4|0.00135|0.00581|0.01348|0.0486|0.03883|0.00182|0.01608|0.0083|0.00223|0.0107|0.0124|0.0085|0.00605|0.00189|0.00297|0.00065|0.00088|0.00072|0.00139|0.00149|0.00173|0.00087|0.05059|0.00086|0.0071|0.00685|0.00422|0.71547|0.00748|0.01033|0.0021|0.86072|0.32642|0.00687|
The first time I really fell in love with a girl.|1|2|0.00816|0.01003|0.0044|0.0091|0.03495|0.01471|0.00603|0.00744|0.03702|0.03924|0.01794|0.00343|0.00699|0.01031|0.00541|0.00281|0.00314|0.04434|0.85599|0.00837|0.01123|0.00323|0.01997|0.00612|0.00559|0.05987|0.00569|0.05878|0.00441|0.06667|0.3666|0.06694|0.05326|0.00497|
The time I drove my uncle's car, without having asked for his permission.  It was the first time that I was driving a car.|2|3|0.00394|0.00302|0.00148|0.00589|0.03072|0.00198|0.00628|0.00314|0.00607|0.01069|0.00705|0.00117|0.0016|0.01191|0.00106|0.00139|0.00077|0.00609|0.0029|0.00124|0.00583|0.0014|0.05513|0.00161|0.00137|0.00504|0.00837|0.77733|0.0041|0.14488|0.00667|0.62672|0.06617|0.00459|
When my kid brother broke my reading spectacles.|3|2|0.00624|0.00378|0.00513|0.01584|0.00959|0.00376|0.00443|0.00483|0.00936|0.05947|0.00514|0.00536|0.00528|0.00627|0.00424|0.00122|0.00186|0.00527|0.00692|0.00404|0.00624|0.0028|0.04965|0.00251|0.00369|0.07891|0.00783|0.81917|0.75377|0.00293|0.00075|0.03345|0.24126|0.00404|
When my mum's brother passed away after having been involved in a car accident.   He was bringing me a present as I had passed my form five exams with flying colours.|4|4|0.00469|0.00394|0.00214|0.00742|0.02837|0.00779|0.00499|0.00532|0.01854|0.02643|0.00296|0.00193|0.00285|0.01334|0.00284|0.00217|0.00168|0.01332|0.00878|0.00423|0.00931|0.00311|0.0591|0.00318|0.00288|0.04287|0.00576|0.7634|0.60905|0.01027|0.00085|0.01942|0.14036|0.00193|
When I, for the first time, failed a junior exam, i.e form 3.|5|1|0.00258|0.00362|0.00267|0.01236|0.01895|0.00517|0.00956|0.00315|0.01308|0.08701|0.01678|0.00299|0.00429|0.00423|0.0042|0.00084|0.00159|0.00278|0.00239|0.00445|0.01021|0.00199|0.09629|0.00247|0.00438|0.05227|0.00605|0.76845|0.74962|0.00618|0.00054|0.03838|0.08866|0.00285|
When my mum learnt that I had beaten up someone in a fight.|6|1|0.00417|0.0059|0.01188|0.0402|0.02756|0.00487|0.00715|0.00317|0.01623|0.063|0.00535|0.0069|0.00539|0.0037|0.00662|0.00102|0.00188|0.0019|0.00235|0.00414|0.0085|0.00261|0.09634|0.00198|0.00649|0.06672|0.00451|0.72069|0.7445|0.00367|0.00054|0.05586|0.05852|0.00134|
When I nearly got my fiancee pregnant.|7|4|0.00733|0.00637|0.00248|0.00575|0.01408|0.00329|0.00222|0.00242|0.01097|0.01549|0.00258|0.00191|0.00272|0.01057|0.00219|0.00135|0.00128|0.00891|0.01081|0.00233|0.00692|0.00217|0.02959|0.00183|0.00147|0.02122|0.00702|0.80753|0.02125|0.03558|0.00554|0.19547|0.78854|0.00412|
When my sister's first child came home, after one week in intensive care at the hospital.|1|4|0.00554|0.0026|0.00207|0.00489|0.01271|0.0055|0.00232|0.0023|0.00233|0.00445|0.00257|0.00151|0.00135|0.00549|0.00138|0.00184|0.00058|0.0048|0.00264|0.00114|0.00518|0.0011|0.01289|0.0013|0.00087|0.00638|0.0029|0.92327|0.01449|0.04888|0.00555|0.28379|0.87879|0.01506|
When I was at a boarding school at Lusaka, the Rhodesian soldiers came to bomb a house near our school and we saw the whole scene.|2|3|0.01747|0.00383|0.01084|0.03094|0.01823|0.00228|0.00546|0.00443|0.00241|0.02077|0.00354|0.00662|0.00399|0.0124|0.00554|0.0012|0.0017|0.00367|0.0016|0.00315|0.00331|0.00321|0.0493|0.00166|0.00237|0.01517|0.01994|0.79825|0.00528|0.01451|0.00131|0.5773|0.4973|0.00788|
A very close friend of mine was refused entrance to the medical school.  Her grades were very good and she should not have been left out.  Biased judgment !|3|3|0.12089|0.00322|0.01676|0.13225|0.0917|0.01147|0.00661|0.00257|0.00375|0.07968|0.32059|0.01718|0.00691|0.00327|0.00308|0.00334|0.00214|0.00245|0.00365|0.00163|0.01329|0.00247|0.01898|0.00278|0.00212|0.00919|0.00235|0.17385|0.01872|0.00719|0.00368|0.98038|0.01412|0.00395|
My sister lost one of her twin sons (my first nephews) and then the older one died a week later.|4|4|0.00402|0.00497|0.00521|0.01166|0.01482|0.00532|0.00608|0.00313|0.01601|0.0863|0.00606|0.0042|0.0059|0.00802|0.0091|0.00246|0.00277|0.00522|0.00449|0.00637|0.00757|0.00314|0.06641|0.00313|0.01156|0.2576|0.00853|0.55899|0.97136|0.0039|0.00193|0.00584|0.01354|0.00225|
When I went to report a stolen good at the police station, the woman-officer-in-charge was very rude and did not seem to have respect for anyone.|5|2|0.00841|0.00757|0.28012|0.42292|0.01204|0.015|0.00538|0.00396|0.00249|0.03036|0.16343|0.07882|0.01384|0.0019|0.00333|0.00428|0.00211|0.00435|0.00247|0.00171|0.00603|0.00147|0.00757|0.00251|0.00488|0.00976|0.00233|0.10658|0.00745|0.00562|0.00605|0.98438|0.01127|0.00445|
I insulted two of my friends because I thought that had been gossiping about me right under my nose, however I later found out that they were not doing so.|6|4|0.00108|0.01506|0.21377|0.35213|0.00821|0.00389|0.00995|0.00438|0.00282|0.02821|0.10159|0.06596|0.01621|0.00124|0.00348|0.00208|0.00153|0.0024|0.00151|0.00182|0.00407|0.00116|0.01816|0.00168|0.00757|0.00795|0.00375|0.14272|0.00902|0.00946|0.00567|0.98752|0.02523|0.00638|
I failed to keep a promise and this had a serious effet on someone's problem.|7|3|0.00657|0.00332|0.01561|0.03125|0.04734|0.07209|0.00711|0.00275|0.02246|0.3082|0.15919|0.00753|0.01417|0.00559|0.01413|0.00478|0.0053|0.00555|0.00577|0.01046|0.02226|0.00344|0.04031|0.00758|0.02876|0.30041|0.00713|0.14648|0.02092|0.22266|0.00515|0.87929|0.0192|0.00336|
When I met my mother after not having seen her for three years.|1|3|0.00232|0.0021|0.00202|0.00585|0.0131|0.0038|0.00598|0.00459|0.00774|0.0151|0.00403|0.00134|0.00193|0.00466|0.00182|0.00121|0.00083|0.00357|0.0068|0.00204|0.00604|0.00129|0.03727|0.00149|0.0014|0.01555|0.00415|0.8799|0.00763|0.06988|0.01056|0.20705|0.80357|0.01884|
When my neighbour's life was threatened by someone who was trying to break into his house.|2|2|0.00209|0.00316|0.01805|0.02643|0.01212|0.02982|0.00261|0.00361|0.02049|0.06542|0.00825|0.01426|0.00731|0.00316|0.03829|0.00379|0.00238|0.00354|0.00686|0.0101|0.01403|0.00219|0.01855|0.00309|0.00752|0.13484|0.00272|0.48654|0.00733|0.02312|0.00399|0.0129|0.97127|0.00951|
When a boy who was drunk came into my room and misbehaved in the presence of my boyfriend.|3|3|0.00345|0.04135|0.14654|0.19226|0.00433|0.00678|0.00677|0.00591|0.00518|0.1445|0.04548|0.05459|0.06951|0.00312|0.00842|0.00394|0.00536|0.00839|0.00468|0.00682|0.0041|0.00248|0.01906|0.00433|0.03467|0.17162|0.0103|0.03162|0.01083|0.00608|0.00209|0.87127|0.34852|0.00437|
My father resigned from work, and soon after this his elder brother died.  The next day my granny died (my mother's mother).  My dad remains the only living member of his family.|4|4|0.00543|0.00295|0.00834|0.01575|0.00815|0.00666|0.00158|0.00203|0.00902|0.03272|0.00593|0.00311|0.00396|0.00789|0.0031|0.00223|0.00158|0.00838|0.01113|0.00311|0.00411|0.00284|0.01918|0.00237|0.0041|0.10954|0.00537|0.78197|0.95715|0.00376|0.00153|0.01516|0.00523|0.00138|
When the committee, to which I belong, was accused of having squandered the money of the association.|5|3|0.00168|0.00167|0.01022|0.06329|0.02328|0.00319|0.00854|0.00486|0.00467|0.06526|0.02575|0.00832|0.00572|0.00183|0.00342|0.00074|0.00109|0.00105|0.00106|0.00209|0.00309|0.00128|0.0639|0.00147|0.0047|0.0228|0.00485|0.74008|0.02016|0.00827|0.00129|0.88972|0.14953|0.00376|
When I went to the library three weeks after it had opened and found that everyone was busy.|6|2|0.00608|0.0032|0.00169|0.0056|0.01219|0.00431|0.00594|0.00428|0.00318|0.00547|0.00357|0.00134|0.00137|0.00822|0.00125|0.00129|0.00068|0.00634|0.0019|0.00134|0.00711|0.00134|0.02232|0.0016|0.00085|0.00427|0.00368|0.93212|0.0031|0.20584|0.00259|0.60272|0.13673|0.01872|
When my friend was punished for something that I had done.|7|3|0.00441|0.00514|0.06079|0.0847|0.00822|0.02229|0.00218|0.00299|0.01215|0.09427|0.01085|0.01766|0.01375|0.00196|0.00644|0.00311|0.00297|0.00374|0.00335|0.00471|0.00694|0.00212|0.01924|0.0031|0.02982|0.22312|0.0025|0.26243|0.96891|0.0026|0.00152|0.03237|0.00302|0.00176|
For my parents anniversary, we hosted a party and we were very happy.|1|3|0.03976|0.01597|0.0043|0.00855|0.02983|0.02547|0.00702|0.00747|0.00821|0.01189|0.00894|0.0039|0.00476|0.1731|0.003|0.03104|0.00377|0.7191|0.01276|0.00409|0.01568|0.00664|0.01039|0.01384|0.00366|0.01812|0.01564|0.05067|0.00196|0.97749|0.00678|0.01093|0.00201|0.0018|
One evening when my sisters, brothers and I were watching T.V my kid brother took a big mirror and reflected light on the french windows.  I thought that these lights that we could see were coming from torches annd that it meant that there were thieves outside.|2|4|0.00377|0.00502|0.00256|0.00565|0.00849|0.0022|0.00706|0.00533|0.00226|0.00297|0.00249|0.00151|0.00119|0.00421|0.00113|0.00088|0.00048|0.00213|0.00211|0.00092|0.00501|0.00093|0.01708|0.00097|0.00084|0.00256|0.0039|0.93045|0.00534|0.01154|0.00247|0.91079|0.23683|0.00484|
Some people were sitting outside and saying things which were not really true.|3|3|0.00172|0.00383|0.0073|0.02708|0.01692|0.00349|0.01261|0.00193|0.00112|0.01462|0.21726|0.00356|0.00191|0.00137|0.00119|0.00079|0.00046|0.00116|0.00077|0.0008|0.00321|0.00065|0.01562|0.00125|0.00108|0.00644|0.0017|0.80419|0.00205|0.83358|0.00278|0.14569|0.01134|0.00569|
A break-up with someone I really liked.|4|4|0.03123|0.00325|0.00438|0.01866|0.14415|0.01573|0.00208|0.00319|0.01967|0.02178|0.02474|0.00347|0.00336|0.0029|0.002|0.00141|0.00126|0.00835|0.44148|0.00226|0.00771|0.00209|0.01519|0.00253|0.00156|0.00874|0.00094|0.25256|0.0297|0.006|0.17449|0.23792|0.00771|0.00103|
I came across a woman in town who was very drunk.  She was swearing at everyone and carried on drinking even though she could hardly stand.|5|3|0.0029|0.00393|0.02722|0.14953|0.01563|0.00281|0.0049|0.00157|0.0015|0.04753|0.03227|0.04025|0.01075|0.00204|0.00712|0.00088|0.00129|0.00137|0.00121|0.00263|0.00237|0.00167|0.03093|0.00145|0.00318|0.01991|0.00412|0.68069|0.05679|0.00341|0.00088|0.63858|0.14436|0.00233|
I was wearing a slit tight dress at a disco and it burst open.|6|4|0.00395|0.00484|0.01607|0.07703|0.01733|0.00303|0.0045|0.00093|0.00285|0.03498|0.02063|0.02188|0.00809|0.0038|0.01541|0.00097|0.00132|0.00189|0.00083|0.00327|0.00434|0.00186|0.03666|0.00146|0.00267|0.01806|0.00617|0.65327|0.00782|0.03784|0.00211|0.63364|0.53523|0.00695|
I had stopped talking to a very close friend of mine.  A week later he came over to try and make friends with me  again and from the way he talked I felt that he was a very mean preson.|7|3|0.00235|0.00289|0.00246|0.01309|0.018|0.00438|0.00431|0.0021|0.00443|0.01175|0.00596|0.00215|0.00157|0.00188|0.00132|0.00056|0.00051|0.00163|0.00242|0.00122|0.0065|0.00097|0.0324|0.00101|0.00092|0.00633|0.00129|0.92625|0.02469|0.00395|0.00841|0.96364|0.00306|0.00193|
When I accepted Jesus Christ as my personal saviour.  |1|2|0.04245|0.00131|0.00127|0.00623|0.29502|0.02073|0.00381|0.00504|0.01824|0.00669|0.00472|0.00079|0.00112|0.01511|0.00128|0.00499|0.00104|0.0099|0.00337|0.00117|0.02195|0.00219|0.03865|0.00259|0.00157|0.00296|0.00521|0.47081|0.00219|0.4383|0.19866|0.02036|0.01257|0.00138|
When I witnessed a bus accident in which a bus, full of passengers,  nearly overturned on the Lusaka-Kabwe road.|2|2|0.00681|0.00558|0.00647|0.01646|0.01352|0.00329|0.00763|0.00421|0.00656|0.11415|0.0087|0.0089|0.00999|0.01154|0.02296|0.00203|0.00318|0.00493|0.00226|0.00872|0.00392|0.00342|0.0827|0.00315|0.01211|0.19135|0.03041|0.42823|0.02158|0.01781|0.00224|0.06184|0.92527|0.03004|
When my sister came home late one day and thus disobeyed my parents.|3|4|0.00317|0.00134|0.13009|0.16214|0.01285|0.02984|0.00562|0.00466|0.01111|0.26851|0.08884|0.02654|0.02486|0.00506|0.0207|0.00449|0.00549|0.00544|0.0033|0.00964|0.00812|0.00332|0.02662|0.00497|0.03352|0.14871|0.01352|0.09449|0.01556|0.01265|0.00288|0.97743|0.02603|0.00416|
When I heard the news of my grandfather's sudden death.|4|3|0.0029|0.0056|0.00239|0.00466|0.00795|0.00322|0.00775|0.00714|0.00757|0.0221|0.00263|0.00221|0.00307|0.01564|0.00505|0.00188|0.00178|0.00961|0.0022|0.00411|0.00671|0.00225|0.05075|0.00248|0.00439|0.03996|0.02799|0.65935|0.0171|0.03356|0.00193|0.08212|0.87555|0.01391|
When I failed the  grade 7 exams.|5|3|0.00437|0.00468|0.00655|0.01917|0.01807|0.00956|0.00891|0.0041|0.03026|0.25533|0.02016|0.00652|0.01014|0.00563|0.01354|0.00221|0.00389|0.00491|0.00505|0.01033|0.01752|0.00384|0.10043|0.00484|0.01064|0.25378|0.00907|0.48905|0.46872|0.00841|0.00069|0.2148|0.18959|0.00296|
When my younger sister, who was then 16 years old, was pregnant.|6|3|0.00556|0.00393|0.00159|0.00456|0.01458|0.00158|0.00438|0.00347|0.00228|0.00663|0.00308|0.00126|0.00141|0.00514|0.00116|0.00065|0.00057|0.00259|0.00299|0.001|0.00343|0.00101|0.0205|0.00093|0.0008|0.00794|0.00409|0.89747|0.01679|0.02844|0.00302|0.37128|0.67223|0.00443|
When I hurt my sisters for no reason at all.|7|3|0.00565|0.002|0.0387|0.04227|0.01147|0.03398|0.00312|0.00243|0.01139|0.22163|0.03568|0.01286|0.01185|0.00397|0.0173|0.00355|0.00361|0.0055|0.0071|0.00906|0.00942|0.00251|0.01795|0.00472|0.01588|0.46639|0.00395|0.19694|0.126|0.00267|0.00079|0.38168|0.06701|0.00141|
When I attended my cousin's 31st birthday.|1|3|0.0074|0.00428|0.00137|0.00271|0.01551|0.00314|0.00496|0.00593|0.00448|0.00401|0.00224|0.00094|0.00131|0.02316|0.00109|0.00217|0.00091|0.01345|0.00574|0.00152|0.00527|0.00204|0.02221|0.00197|0.00124|0.00603|0.00847|0.85142|0.00775|0.34156|0.00528|0.25996|0.28528|0.00595|
I got a very nasty electrical shock when I was tampering with some electrical applainces.|2|4|0.01099|0.01062|0.04336|0.08757|0.02274|0.0213|0.00655|0.00559|0.00385|0.05732|0.02536|0.44668|0.04413|0.00512|0.326|0.01507|0.00626|0.00554|0.00954|0.02021|0.0165|0.00378|0.01752|0.00461|0.01161|0.03866|0.00703|0.05869|0.03384|0.00822|0.00297|0.95472|0.0233|0.0034|
When I was subjected to a very nasty joke by a group of friends.|3|4|0.00646|0.0635|0.23338|0.37092|0.01013|0.00794|0.00558|0.00488|0.00332|0.03471|0.02638|0.34777|0.04349|0.00346|0.02337|0.005|0.00409|0.00991|0.00567|0.00604|0.00827|0.00277|0.01649|0.00318|0.0072|0.01271|0.00587|0.04525|0.013|0.00729|0.00391|0.9771|0.02053|0.00404|
When I received my results and found out that I could not go to a school of my choice.|4|4|0.00297|0.00225|0.00339|0.01546|0.05749|0.00635|0.06587|0.00952|0.02431|0.14494|0.11155|0.00338|0.00645|0.00445|0.00611|0.00239|0.00273|0.00265|0.00499|0.00529|0.02339|0.00236|0.14831|0.00445|0.00724|0.033|0.01145|0.36441|0.01079|0.64734|0.00194|0.18437|0.13573|0.00502|
When I found a maggot in my food at the dinning hall, all the food had gone bad.|5|0|0.00705|0.0045|0.01329|0.03104|0.01475|0.0121|0.00423|0.00221|0.00335|0.19987|0.03409|0.04664|0.02577|0.00617|0.05216|0.00582|0.0045|0.00814|0.00563|0.0156|0.00414|0.00308|0.02347|0.00573|0.01475|0.46449|0.00811|0.19115|0.76935|0.00833|0.00045|0.04342|0.02137|0.00147|
I took a girl out once and discovered that she was going around with one of my close friends.|6|3|0.00823|0.0056|0.00287|0.01412|0.08902|0.00613|0.01614|0.00528|0.02078|0.04257|0.00479|0.00431|0.00597|0.00907|0.00941|0.00182|0.00263|0.00364|0.00589|0.00689|0.02108|0.00332|0.24545|0.00323|0.00706|0.02072|0.01448|0.45522|0.00371|0.02721|0.0107|0.28749|0.78439|0.0164|
An item which belonged to a friend of mine was missing.  I had taken it earlier and I thought that I had returnrd it so when he asked me for it I stubbornly refused having it.  Later when I looked for it, I found it in my room.|7|2|0.0013|0.00296|0.00338|0.01614|0.01239|0.00209|0.01692|0.00565|0.00669|0.03948|0.01082|0.00343|0.00383|0.00241|0.00322|0.00081|0.00102|0.00135|0.00153|0.00237|0.00461|0.00123|0.08388|0.00151|0.00485|0.0266|0.00489|0.79402|0.04036|0.00678|0.00175|0.79172|0.10106|0.00206|
When I got my results ( I had made it to the second year ).|1|4|0.0082|0.00346|0.0012|0.0036|0.03779|0.00726|0.00398|0.00372|0.01909|0.00931|0.00191|0.0011|0.00151|0.01612|0.00185|0.00241|0.00128|0.01462|0.00516|0.00199|0.02985|0.00209|0.04552|0.00244|0.00138|0.0085|0.00584|0.7543|0.00551|0.85099|0.00445|0.25685|0.05297|0.00601|
When I thought that I had failed the examination.|2|3|0.00399|0.00699|0.00366|0.01223|0.01692|0.00383|0.03135|0.00905|0.0269|0.12867|0.0134|0.00513|0.00809|0.00881|0.0102|0.00191|0.00378|0.00478|0.00293|0.00842|0.02029|0.00383|0.2023|0.00422|0.01223|0.09546|0.02261|0.56792|0.87391|0.00519|0.00074|0.09599|0.02898|0.00186|
When I discovered that my girlfriend was going around with another boy.|3|4|0.0024|0.00444|0.00217|0.00674|0.0115|0.0019|0.00888|0.00485|0.00392|0.0079|0.00282|0.0018|0.0017|0.00373|0.00152|0.00053|0.00062|0.00194|0.00239|0.00141|0.00676|0.001|0.04376|0.00102|0.00123|0.00484|0.00537|0.86723|0.00603|0.02417|0.00289|0.17086|0.89638|0.02392|
When my grandfather died.|4|3|0.00337|0.00264|0.00346|0.00716|0.0096|0.0026|0.00465|0.00454|0.00413|0.01799|0.0045|0.00222|0.00232|0.00647|0.00233|0.00137|0.00099|0.0038|0.00259|0.002|0.00392|0.00161|0.02877|0.00173|0.00216|0.03815|0.00715|0.87464|0.93704|0.00396|0.00128|0.00699|0.02693|0.00193|
When I heard that my sister had shouted at my friend's cousin at their place.|5|1|0.00335|0.00383|0.00484|0.00782|0.00782|0.00187|0.00614|0.00383|0.00152|0.00377|0.00362|0.00206|0.00136|0.00456|0.00134|0.00079|0.00053|0.002|0.00114|0.00097|0.00326|0.00093|0.01697|0.0009|0.00109|0.00418|0.00546|0.93232|0.0076|0.01155|0.00273|0.96847|0.08358|0.00866|
When I failed the grade 7.|6|4|0.00547|0.00603|0.00821|0.02031|0.01696|0.00963|0.00962|0.00396|0.04219|0.31932|0.02707|0.00738|0.01272|0.0068|0.01579|0.00277|0.00544|0.00642|0.00579|0.01175|0.02205|0.00458|0.10502|0.00591|0.01579|0.33228|0.01155|0.33317|0.64044|0.01103|0.00084|0.26737|0.07572|0.00329|
When I had lied, saying that I never take bread from the dinning hall and a friend of mine caught me doing it.  He thus proved to me that I did in fact take the bread.|7|1|0.00346|0.00966|0.00462|0.02646|0.10702|0.00437|0.01212|0.00226|0.00786|0.05052|0.02221|0.00362|0.00516|0.00434|0.00326|0.00119|0.00168|0.0028|0.00249|0.00331|0.00511|0.00221|0.14706|0.00244|0.00735|0.03617|0.00787|0.66655|0.00572|0.16982|0.00353|0.92596|0.0317|0.00519|
When my girl told me that she loved me more than any male creature on earth and that I would be the only one in her heart for all her life.  |1|2|0.0228|0.00549|0.00323|0.00639|0.02827|0.01025|0.00209|0.00508|0.02418|0.00902|0.00418|0.00143|0.00225|0.00551|0.00163|0.00199|0.0014|0.01493|0.65454|0.00232|0.00808|0.00217|0.01216|0.00239|0.00164|0.01482|0.00215|0.31607|0.00649|0.03111|0.62631|0.2807|0.01059|0.004|
The day I was nearly stabbed to death by ruffians who wanted to take my money.  I refused to give them any money and they started running after me, I ran into somebody else's house to save myself.|2|4|0.0061|0.00348|0.03357|0.04263|0.01184|0.02091|0.00232|0.0024|0.01898|0.16204|0.01584|0.01805|0.01676|0.00443|0.02885|0.00602|0.00485|0.00495|0.00865|0.01062|0.00638|0.00352|0.02349|0.00448|0.02411|0.46319|0.00506|0.28973|0.02057|0.00569|0.00154|0.6352|0.40504|0.00256|
When a kid dropped my father's radio cassette player, which he had just repaired.|3|4|0.00484|0.00302|0.00255|0.00733|0.01145|0.00256|0.00439|0.0027|0.00198|0.00689|0.00427|0.00196|0.00157|0.00384|0.00125|0.00088|0.00056|0.00253|0.0018|0.00108|0.00368|0.00107|0.021|0.00108|0.00102|0.00752|0.00306|0.94505|0.01986|0.07082|0.00283|0.34738|0.78827|0.0197|
